Project,fix-commit,fix-shortMessage,fix-date,fix-author,patch
zookeeper,6b85723d2db06b94af82b9e10d4c742838b2222e,ZOOKEEPER-615. wrong javadoc for create with a sequence flag,2009.12.12 04:38:47,Benjamin Reed,"diff --git a/src/java/main/org/apache/zookeeper/ZooKeeper.java b/src/java/main/org/apache/zookeeper/ZooKeeper.java
index 987721b..87ebdfe 100644
--- a/src/java/main/org/apache/zookeeper/ZooKeeper.java
+++ b/src/java/main/org/apache/zookeeper/ZooKeeper.java
@@ -555,7 +555,8 @@
      * <p>
      * The flags argument can also specify to create a sequential node. The
      * actual path name of a sequential node will be the given path plus a
-     * suffix ""_i"" where i is the current sequential number of the node. Once
+     * suffix ""i"" where i is the current sequential number of the node. The sequence
+     * number is always fixed length of 10 digits, 0 padded. Once
      * such a node is created, the sequential number will be incremented by one.
      * <p>
      * If a node with the same actual path already exists in the ZooKeeper, a
"
zookeeper,9ecca8210ec1b065193984c1ff507ae5505ecbe1,ZOOKEEPER-611. hudson build failure (take 2) (mahadev),2009.12.08 10:20:42,Mahadev Konar,"diff --git a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
index b4291dd..45fea82 100644
--- a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
+++ b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
@@ -71,22 +71,25 @@
 
     private ConnectionBean jmxConnectionBean;
 
-    static {
-        Thread.setDefaultUncaughtExceptionHandler(new Thread.UncaughtExceptionHandler() {
-            public void uncaughtException(Thread t, Throwable e) {
-                LOG.error(""Thread "" + t + "" died"", e);
-            }
-        });
-        /**
-         * this is to avoid the jvm bug:
-         * NullPointerException in Selector.open()
-         * http://bugs.sun.com/view_bug.do?bug_id=6427854
-         */
-        System.setProperty(""sun.nio.ch.bugLevel"", 
-                System.getProperty(""sun.nio.ch.bugLevel"",""""));
-    }
-
     static public class Factory extends Thread {
+        static {
+            Thread.setDefaultUncaughtExceptionHandler(new Thread.UncaughtExceptionHandler() {
+                public void uncaughtException(Thread t, Throwable e) {
+                    LOG.error(""Thread "" + t + "" died"", e);
+                }
+            });
+            /**
+             * this is to avoid the jvm bug:
+             * NullPointerException in Selector.open()
+             * http://bugs.sun.com/view_bug.do?bug_id=6427854
+             */
+            try {
+                Selector.open().close();
+            } catch(IOException ie) {
+                LOG.error(""Selector failed to open"", ie);
+            }
+        }
+
         ZooKeeperServer zks;
 
         ServerSocketChannel ss;
"
zookeeper,9722b84b52b08e27a9f3170fc60f66e721128014,ZOOKEEPER-611.  hudson build failiure (mahadev),2009.12.08 07:31:08,Mahadev Konar,"diff --git a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
index dc3ba1f..b4291dd 100644
--- a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
+++ b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
@@ -77,17 +77,13 @@
                 LOG.error(""Thread "" + t + "" died"", e);
             }
         });
-        
         /**
          * this is to avoid the jvm bug:
          * NullPointerException in Selector.open()
          * http://bugs.sun.com/view_bug.do?bug_id=6427854
          */
-        try {
-        	Selector.open().close();
-        } catch(IOException ie) {
-        	LOG.error(""Exception while opening a selector"", ie);
-        }
+        System.setProperty(""sun.nio.ch.bugLevel"", 
+                System.getProperty(""sun.nio.ch.bugLevel"",""""));
     }
 
     static public class Factory extends Thread {
"
zookeeper,6b9c7c225e6f6d4a763ea8cc4e1ccac7aa265915,ZOOKEEPER-597. ASyncHammerTest is failing intermittently on hudson trunk (take 5) (mahadev),2009.12.05 08:47:30,Mahadev Konar,"diff --git a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
index 52fab05..dc3ba1f 100644
--- a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
+++ b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
@@ -77,6 +77,17 @@
                 LOG.error(""Thread "" + t + "" died"", e);
             }
         });
+        
+        /**
+         * this is to avoid the jvm bug:
+         * NullPointerException in Selector.open()
+         * http://bugs.sun.com/view_bug.do?bug_id=6427854
+         */
+        try {
+        	Selector.open().close();
+        } catch(IOException ie) {
+        	LOG.error(""Exception while opening a selector"", ie);
+        }
     }
 
     static public class Factory extends Thread {
@@ -350,36 +361,40 @@
     }
 
     void sendBuffer(ByteBuffer bb) {
-        if (bb != closeConn) {
-            // We check if write interest here because if it is NOT set,
-            // nothing is queued, so we can try to send the buffer right
-            // away without waking up the selector
-            if ((sk.interestOps() & SelectionKey.OP_WRITE) == 0) {
-                try {
-                    sock.write(bb);
-                } catch (IOException e) {
-                    // we are just doing best effort right now
+        try {
+            if (bb != closeConn) {
+                // We check if write interest here because if it is NOT set,
+                // nothing is queued, so we can try to send the buffer right
+                // away without waking up the selector
+                if ((sk.interestOps() & SelectionKey.OP_WRITE) == 0) {
+                    try {
+                        sock.write(bb);
+                    } catch (IOException e) {
+                        // we are just doing best effort right now
+                    }
+                }
+                // if there is nothing left to send, we are done
+                if (bb.remaining() == 0) {
+                    packetSent();
+                    return;
                 }
             }
-            // if there is nothing left to send, we are done
-            if (bb.remaining() == 0) {
-                packetSent();
-                return;
+            synchronized (factory) {
+                sk.selector().wakeup();
+                if (LOG.isTraceEnabled()) {
+                    LOG.trace(""Add a buffer to outgoingBuffers, sk "" + sk
+                            + "" is valid: "" + sk.isValid());
+                }
+                outgoingBuffers.add(bb);
+                if (sk.isValid()) {
+                    sk.interestOps(sk.interestOps() | SelectionKey.OP_WRITE);
+                }
             }
-        }
-        synchronized (factory) {
-            sk.selector().wakeup();
-            if (LOG.isTraceEnabled()) {
-                LOG.trace(""Add a buffer to outgoingBuffers, sk "" + sk
-                        + "" is valid: "" + sk.isValid());
-            }
-            outgoingBuffers.add(bb);
-            if (sk.isValid()) {
-                sk.interestOps(sk.interestOps() | SelectionKey.OP_WRITE);
-            }
+        } catch(Exception e) {
+            LOG.error(""Unexpected Exception: "", e);
         }
     }
-
+    
     private static class CloseRequestException extends IOException {
         private static final long serialVersionUID = -7854505709816442681L;
 
"
zookeeper,5ac3e719264a917674ded90490d5554c9a4da76c,ZOOKEEPER-597. ASyncHammerTest is failing intermittently on hudson trunk (take 4) (breed via mahadev),2009.12.04 07:30:44,Mahadev Konar,"diff --git a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
index a5a53a4..52fab05 100644
--- a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
+++ b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
@@ -71,6 +71,13 @@
 
     private ConnectionBean jmxConnectionBean;
 
+    static {
+        Thread.setDefaultUncaughtExceptionHandler(new Thread.UncaughtExceptionHandler() {
+            public void uncaughtException(Thread t, Throwable e) {
+                LOG.error(""Thread "" + t + "" died"", e);
+            }
+        });
+    }
 
     static public class Factory extends Thread {
         ZooKeeperServer zks;
@@ -937,8 +944,6 @@
         return ""NIOServerCnxn object with sock = "" + sock + "" and sk = "" + sk;
     }
 
-    boolean closed;
-
     /*
      * (non-Javadoc)
      *
@@ -955,12 +960,6 @@
         }
         jmxConnectionBean = null;
 
-        synchronized(this) {
-            if (closed) {
-                return;
-            }
-            closed = true;
-        }
         synchronized (factory.ipMap)
         {
             Set<NIOServerCnxn> s = factory.ipMap.get(sock.socket().getInetAddress());
@@ -1041,14 +1040,6 @@
      */
     synchronized public void sendResponse(ReplyHeader h, Record r, String tag) {
         try {
-            if (closed) {
-                if (LOG.isTraceEnabled()) {
-                    LOG.trace(""send called on closed session 0x""
-                              + Long.toHexString(sessionId)
-                              + "" with record "" + r);
-                }
-                return;
-            }
             ByteArrayOutputStream baos = new ByteArrayOutputStream();
             // Make space for length
             BinaryOutputArchive bos = BinaryOutputArchive.getArchive(baos);
@@ -1078,7 +1069,7 @@
                 }
             }
          } catch(Exception e) {
-            LOG.error(""Unexpected exception. Destruction averted."", e);
+            LOG.warn(""Unexpected exception. Destruction averted."", e);
          }
     }
 
"
zookeeper,1feeef99596f3db72ef731705deda47debf008bf,ZOOKEEPER-597. ASyncHammerTest is failing intermittently on hudson trunk (take 3) (phunt via mahadev),2009.12.03 11:12:28,Mahadev Konar,"diff --git a/src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java b/src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java
index 1401f89..d4ca401 100644
--- a/src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java
+++ b/src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java
@@ -142,6 +142,8 @@
             }
         } catch (InterruptedException e) {
             LOG.warn(""Interrupted exception while waiting"", e);
+        } catch (Throwable e) {
+            LOG.error(""Unexpected exception causing CommitProcessor to exit"", e);
         }
         LOG.info(""CommitProcessor exited loop!"");
     }
"
zookeeper,154647fa5d8cbb8e03dcace62707e1ce8f678fd6,ZOOKEEPER-597. ASyncHammerTest is failing intermittently on hudson trunk,2009.12.03 03:36:24,Benjamin Reed,"diff --git a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
index 022e392..a5a53a4 100644
--- a/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
+++ b/src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java
@@ -955,10 +955,12 @@
         }
         jmxConnectionBean = null;
 
-        if (closed) {
-            return;
+        synchronized(this) {
+            if (closed) {
+                return;
+            }
+            closed = true;
         }
-        closed = true;
         synchronized (factory.ipMap)
         {
             Set<NIOServerCnxn> s = factory.ipMap.get(sock.socket().getInetAddress());
@@ -1038,42 +1040,46 @@
      *      org.apache.jute.Record, java.lang.String)
      */
     synchronized public void sendResponse(ReplyHeader h, Record r, String tag) {
-        if (closed) {
-            if (LOG.isTraceEnabled()) {
-                LOG.trace(""send called on closed session 0x""
-                          + Long.toHexString(sessionId)
-                          + "" with record "" + r);
-            }
-            return;
-        }
-        ByteArrayOutputStream baos = new ByteArrayOutputStream();
-        // Make space for length
-        BinaryOutputArchive bos = BinaryOutputArchive.getArchive(baos);
         try {
-            baos.write(fourBytes);
-            bos.writeRecord(h, ""header"");
-            if (r != null) {
-                bos.writeRecord(r, tag);
+            if (closed) {
+                if (LOG.isTraceEnabled()) {
+                    LOG.trace(""send called on closed session 0x""
+                              + Long.toHexString(sessionId)
+                              + "" with record "" + r);
+                }
+                return;
             }
-            baos.close();
-        } catch (IOException e) {
-            LOG.error(""Error serializing response"");
-        }
-        byte b[] = baos.toByteArray();
-        ByteBuffer bb = ByteBuffer.wrap(b);
-        bb.putInt(b.length - 4).rewind();
-        sendBuffer(bb);
-        if (h.getXid() > 0) {
-            synchronized (this.factory) {
-                outstandingRequests--;
-                // check throttling
-                if (zk.getInProcess() < factory.outstandingLimit
-                        || outstandingRequests < 1) {
-                    sk.selector().wakeup();
-                    enableRecv();
+            ByteArrayOutputStream baos = new ByteArrayOutputStream();
+            // Make space for length
+            BinaryOutputArchive bos = BinaryOutputArchive.getArchive(baos);
+            try {
+                baos.write(fourBytes);
+                bos.writeRecord(h, ""header"");
+                if (r != null) {
+                    bos.writeRecord(r, tag);
+                }
+                baos.close();
+            } catch (IOException e) {
+                LOG.error(""Error serializing response"");
+            }
+            byte b[] = baos.toByteArray();
+            ByteBuffer bb = ByteBuffer.wrap(b);
+            bb.putInt(b.length - 4).rewind();
+            sendBuffer(bb);
+            if (h.getXid() > 0) {
+                synchronized (this.factory) {
+                    outstandingRequests--;
+                    // check throttling
+                    if (zk.getInProcess() < factory.outstandingLimit
+                            || outstandingRequests < 1) {
+                        sk.selector().wakeup();
+                        enableRecv();
+                    }
                 }
             }
-        }
+         } catch(Exception e) {
+            LOG.error(""Unexpected exception. Destruction averted."", e);
+         }
     }
 
     /*
"
zookeeper,8de689292a6664dcfa1c0f0bff087b1d172537cc,ZOOKEEPER-598: LearnerHandler is misspelt in the thread's constructor.,2009.11.30 21:03:36,Flavio Paiva Junqueira,"diff --git a/src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java b/src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java
index e3baf4b..d6d617c 100644
--- a/src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java
+++ b/src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java
@@ -82,7 +82,7 @@
     private BufferedOutputStream bufferedOutput;
 
     LearnerHandler(Socket sock, Leader leader) throws IOException {
-        super(""LeanerHandler-"" + sock.getRemoteSocketAddress());
+        super(""LearnerHandler-"" + sock.getRemoteSocketAddress());
         this.sock = sock;
         this.leader = leader;
         leader.addLearnerHandler(this);
"
zookeeper,a62d0245c91f3ed70f0ee0833e3ec3799a24e377,ZOOKEEPER-582. ZooKeeper can revert to old data when a snapshot is created outside of normal processing (ben reed and mahadev via mahadev),2009.11.21 07:28:38,Mahadev Konar,"diff --git a/src/java/main/org/apache/zookeeper/server/quorum/Follower.java b/src/java/main/org/apache/zookeeper/server/quorum/Follower.java
index a659146..d056a07 100644
--- a/src/java/main/org/apache/zookeeper/server/quorum/Follower.java
+++ b/src/java/main/org/apache/zookeeper/server/quorum/Follower.java
@@ -64,6 +64,14 @@
             try {
                 connectToLeader(addr);
                 long newLeaderZxid = registerWithLeader(Leader.FOLLOWERINFO);
+                //check to see if the leader zxid is lower than ours
+                //this should never happen but is just a safety check
+                long lastLoggedZxid = self.getLastLoggedZxid();
+                if ((newLeaderZxid >> 32L) < (lastLoggedZxid >> 32L)) {
+                    LOG.fatal(""Leader epoch "" + Long.toHexString(newLeaderZxid >> 32L)
+                            + "" is less than our epoch "" + Long.toHexString(lastLoggedZxid >> 32L));
+                    throw new IOException(""Error: Epoch of leader is lower"");
+                }
                 syncWithLeader(newLeaderZxid);                
                 QuorumPacket qp = new QuorumPacket();
                 while (self.running) {
"
zookeeper,a62d0245c91f3ed70f0ee0833e3ec3799a24e377,ZOOKEEPER-582. ZooKeeper can revert to old data when a snapshot is created outside of normal processing (ben reed and mahadev via mahadev),2009.11.21 07:28:38,Mahadev Konar,"diff --git a/src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java b/src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java
index e49c902..bd6cb0d 100644
--- a/src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java
+++ b/src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java
@@ -36,6 +36,7 @@
 import org.apache.zookeeper.server.NIOServerCnxn;
 import org.apache.zookeeper.server.ZooKeeperServer;
 import org.apache.zookeeper.server.persistence.FileTxnSnapLog;
+import org.apache.zookeeper.server.persistence.Util;
 import org.apache.zookeeper.server.quorum.flexible.QuorumVerifier;
 import org.apache.zookeeper.server.quorum.flexible.QuorumMaj;
 
@@ -431,9 +432,35 @@
                 new NIOServerCnxn.Factory(clientPort), quorumConfig);
     }
     
-    public long getLastLoggedZxid(){
-        return logFactory.getLastLoggedZxid();
+    /**
+     * returns the highest zxid that this host has seen
+     * 
+     * @return the highest zxid for this host
+     */
+    public long getLastLoggedZxid() {
+        /*
+         * it is possible to have the last zxid with just a snapshot and no log
+         * related to it. one example is during upgrade wherein the there is no
+         * corresponding log to the snapshot. in that case just use the snapshot
+         * zxid
+         */
+
+        File lastSnapshot = null;
+        long maxZxid = -1L;
+        long maxLogZxid = logFactory.getLastLoggedZxid();
+        try {
+            lastSnapshot = logFactory.findMostRecentSnapshot();
+            if (lastSnapshot != null) {
+                maxZxid = Math.max(Util.getZxidFromName(lastSnapshot.getName(),
+                        ""snapshot""), maxLogZxid);
+            }
+        } catch (IOException ie) {
+            LOG.warn(""Exception finding last snapshot "", ie);
+            maxZxid = maxLogZxid;
+        }
+        return maxZxid;
     }
+    
     public Follower follower;
     public Leader leader;
     public Observer observer;
"
zookeeper,921710c6f184120e275d68351117fbcd4a209fb3,"ZOOKEEPER-3. syncLimit has slightly different comments in the class header, and > inline with the variable.",2009.11.19 02:47:38,Benjamin Reed,"diff --git a/src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java b/src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java
index 5dfb69f..7b5213b 100644
--- a/src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java
+++ b/src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java
@@ -670,16 +670,14 @@
     }
         
     /**
-     * Get the number of ticks that can pass between sending a request and getting
-     * an acknowledgement
+     * Get the synclimit
      */
     public int getSyncLimit() {
         return syncLimit;
     }
 
     /**
-     * Set the number of ticks that can pass between sending a request and getting
-     * an acknowledgement
+     * Set the synclimit
      */
     public void setSyncLimit(int syncLimit) {
         this.syncLimit = syncLimit;
"
zookeeper,989144a47532f26543291229e026efb11d4b5c48,ZOOKEEPER-519. Followerhandler should close the socket if it gets an exception on a write.,2009.11.19 02:44:56,Benjamin Reed,"diff --git a/src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java b/src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java
index e08bc60..97cb2aa 100644
--- a/src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java
+++ b/src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java
@@ -420,6 +420,13 @@
             if (sock != null && !sock.isClosed()) {
                 LOG.error(""Unexpected exception causing shutdown while sock ""
                         + ""still open"", e);
+            	//close the socket to make sure the 
+            	//other side can see it being close
+            	try {
+            		sock.close();
+            	} catch(IOException ie) {
+            		// do nothing
+            	}
             }
         } catch (InterruptedException e) {
             LOG.error(""Unexpected exception causing shutdown"", e);
"
zookeeper,72f258cbdd2b5b59a35df8b45e6da6364cd8c915,ZOOKEEPER-547. Sanity check in QuorumCnxn Manager and quorum communication port.,2009.11.18 08:38:49,Benjamin Reed,"diff --git a/src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java b/src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java
index f2ea2b3..557fd65 100644
--- a/src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java
+++ b/src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java
@@ -60,7 +60,7 @@
      */
 
     static final int CAPACITY = 100;
-
+    static final int PACKETMAXSIZE = 1024 * 1024; 
     /*
      * Maximum number of attempts to connect to a peer
      */
@@ -615,11 +615,13 @@
                     }
                     msgLength.position(0);
                     int length = msgLength.getInt();
-
                     /**
                      * Allocates a new ByteBuffer to receive the message
                      */
                     if (length > 0) {
+                        if (length > PACKETMAXSIZE) {
+                            throw new IOException(""Invalid packet of length "" + length);
+                        }
                         byte[] msgArray = new byte[length];
                         ByteBuffer message = ByteBuffer.wrap(msgArray);
                         int numbytes = 0;
"
zookeeper,41bd0e5f7f05694d7a22a72eceafad8907f57cfc,"ZOOKEEPER-567. javadoc for getchildren2 needs to mention ""new in 3.3.0""",2009.11.13 05:02:35,Benjamin Reed,"diff --git a/src/java/main/org/apache/zookeeper/ZooKeeper.java b/src/java/main/org/apache/zookeeper/ZooKeeper.java
index 74cdcad..987721b 100644
--- a/src/java/main/org/apache/zookeeper/ZooKeeper.java
+++ b/src/java/main/org/apache/zookeeper/ZooKeeper.java
@@ -1312,6 +1312,8 @@
      * A KeeperException with error code KeeperException.NoNode will be thrown
      * if no node with the given path exists.
      *
+     * @since 3.3.0
+     * 
      * @param path
      * @param watcher explicit watcher
      * @param stat stat of the znode designated by path
@@ -1366,6 +1368,8 @@
      * A KeeperException with error code KeeperException.NoNode will be thrown
      * if no node with the given path exists.
      *
+     * @since 3.3.0
+     * 
      * @param path
      * @param watch
      * @param stat stat of the znode designated by path
@@ -1384,7 +1388,9 @@
      * The Asynchronous version of getChildren. The request doesn't actually
      * until the asynchronous callback is called.
      *
-     * @see #getChildren(String, Watcher)
+     * @since 3.3.0
+     * 
+     * @see #getChildren(String, Watcher, Stat)
      */
     public void getChildren(final String path, Watcher watcher,
             Children2Callback cb, Object ctx)
@@ -1414,7 +1420,9 @@
      * The Asynchronous version of getChildren. The request doesn't actually
      * until the asynchronous callback is called.
      *
-     * @see #getChildren(String, boolean)
+     * @since 3.3.0
+     * 
+     * @see #getChildren(String, boolean, Stat)
      */
     public void getChildren(String path, boolean watch, Children2Callback cb,
             Object ctx)
"
zookeeper,47c4bdb0c3c40d756ec0ced91a39c771351e826a,"ZOOKEEPER-566. ""reqs"" four letter word (command port) returns no information",2009.11.13 04:53:07,Benjamin Reed,"diff --git a/src/java/main/org/apache/zookeeper/server/ConnectionBean.java b/src/java/main/org/apache/zookeeper/server/ConnectionBean.java
index 74cf47e..6c6f4ad 100644
--- a/src/java/main/org/apache/zookeeper/server/ConnectionBean.java
+++ b/src/java/main/org/apache/zookeeper/server/ConnectionBean.java
@@ -29,20 +29,23 @@
 import org.apache.log4j.Logger;
 import org.apache.zookeeper.jmx.MBeanRegistry;
 import org.apache.zookeeper.jmx.ZKMBeanInfo;
+import org.apache.zookeeper.server.NIOServerCnxn.CnxnStats;
 
 /**
  * Implementation of connection MBean interface.
  */
 public class ConnectionBean implements ConnectionMXBean, ZKMBeanInfo {
     private static final Logger LOG = Logger.getLogger(ConnectionBean.class);
-    private ServerCnxn connection;
-    private ZooKeeperServer zk;
-    private Date timeCreated;
-    
+
+    private final ServerCnxn connection;
+    private final CnxnStats stats;
+
+    private final ZooKeeperServer zk;
+
     public ConnectionBean(ServerCnxn connection,ZooKeeperServer zk){
-        this.connection=connection;
-        this.zk=zk;
-        timeCreated=new Date();
+        this.connection = connection;
+        this.stats = (CnxnStats)connection.getStats();
+        this.zk = zk;
     }
     
     public String getSessionId() {
@@ -80,7 +83,7 @@
     }
     
     public String getStartedTime() {
-        return timeCreated.toString();
+        return stats.getEstablished().toString();
     }
     
     public void terminateSession() {
@@ -96,6 +99,10 @@
         connection.sendCloseSession();
     }
 
+    public void resetCounters() {
+        stats.reset();
+    }
+
     @Override
     public String toString() {
         return ""ConnectionBean{ClientIP="" + ObjectName.quote(getSourceIP())
@@ -103,19 +110,50 @@
     }
     
     public long getOutstandingRequests() {
-        return connection.getStats().getOutstandingRequests();
+        return stats.getOutstandingRequests();
     }
     
     public long getPacketsReceived() {
-        return connection.getStats().getPacketsReceived();
+        return stats.getPacketsReceived();
     }
     
     public long getPacketsSent() {
-        return connection.getStats().getPacketsSent();
+        return stats.getPacketsSent();
     }
     
     public int getSessionTimeout() {
         return connection.getSessionTimeout();
     }
 
+    public long getMinLatency() {
+        return stats.getMinLatency();
+    }
+
+    public long getAvgLatency() {
+        return stats.getAvgLatency();
+    }
+
+    public long getMaxLatency() {
+        return stats.getMaxLatency();
+    }
+    
+    public String getLastOperation() {
+        return stats.getLastOperation();
+    }
+
+    public String getLastCxid() {
+        return ""0x"" + Long.toHexString(stats.getLastCxid());
+    }
+
+    public String getLastZxid() {
+        return ""0x"" + Long.toHexString(stats.getLastZxid());
+    }
+
+    public String getLastResponseTime() {
+        return new Date(stats.getLastResponseTime()).toString();
+    }
+
+    public long getLastLatency() {
+        return stats.getLastLatency();
+    }
 }
"
zookeeper,47c4bdb0c3c40d756ec0ced91a39c771351e826a,"ZOOKEEPER-566. ""reqs"" four letter word (command port) returns no information",2009.11.13 04:53:07,Benjamin Reed,"diff --git a/src/java/main/org/apache/zookeeper/server/ConnectionMXBean.java b/src/java/main/org/apache/zookeeper/server/ConnectionMXBean.java
index 2067640..8bdec9a 100644
--- a/src/java/main/org/apache/zookeeper/server/ConnectionMXBean.java
+++ b/src/java/main/org/apache/zookeeper/server/ConnectionMXBean.java
@@ -65,4 +65,34 @@
      * reconnect with the same session id.
      */
     public void terminateConnection();
+
+
+    /** Min latency in ms
+     * @since 3.3.0 */
+    long getMinLatency();
+    /** Average latency in ms
+     * @since 3.3.0 */
+    long getAvgLatency();
+    /** Max latency in ms
+     * @since 3.3.0 */
+    long getMaxLatency();
+    /** Last operation performed by this connection
+     * @since 3.3.0 */
+    String getLastOperation();
+    /** Last cxid of this connection
+     * @since 3.3.0 */
+    String getLastCxid();
+    /** Last zxid of this connection
+     * @since 3.3.0 */
+    String getLastZxid();
+    /** Last time server sent a response to client on this connection
+     * @since 3.3.0 */
+    String getLastResponseTime();
+    /** Latency of last response to client on this connection in ms
+     * @since 3.3.0 */
+    long getLastLatency();
+
+    /** Reset counters
+     * @since 3.3.0 */
+    void resetCounters();
 }
"
